Case_ID,Theft_Date,Report_Date,Car_Brand,Car_Model,Year_of_Manufacture,Car_Type,Fuel_Type,Color,Registered_State,Registered_City,Location_of_Theft,Time_of_Theft,Police_Station,Is_Recovered,Recovery_Date,Suspect_Identified,Number_of_Prev_Thefts,GPS_Installed,CCTV_Availability,Insurance_Status,Owner_Age_Group
4354,2023-08-04,2023-08-07,Tata,Harrier,2006,Convertible,Electric,Yellow,Maharashtra,Mumbai,Area-39,Morning,PS-18,No,,No,2,Yes,No,Expired,18-25
4355,2023-05-13,2023-05-19,Kia,Carens,2013,Sedan,Electric,Yellow,West Bengal,Durgapur,Area-34,Morning,PS-56,Yes,2023-06-01,No,0,Yes,Yes,No Insurance,26-40
4356,2023-11-19,2023-11-22,Maruti,WagonR,2020,SUV,Electric,Black,Punjab,Ludhiana,Area-36,Afternoon,PS-71,Yes,2023-11-25,Yes,2,No,No,Expired,41-60
4357,2023-08-27,2023-09-03,Maruti,WagonR,2011,Convertible,CNG,Blue,Rajasthan,Jodhpur,Area-47,Morning,PS-30,No,,No,1,Yes,No,Valid,41-60
4358,2023-03-01,2023-03-03,Renault,Triber,2023,SUV,Diesel,Gray,Rajasthan,Udaipur,Area-24,Morning,PS-98,Yes,2023-03-18,No,2,No,No,Valid,41-60
4359,2023-01-04,2023-01-07,Honda,Jazz,2013,Hatchback,Petrol,Black,Punjab,Jalandhar,Area-25,Morning,PS-50,No,,No,0,No,No,No Insurance,18-25
4360,2023-03-13,2023-03-18,Maruti,Baleno,2020,Pickup,Petrol,White,Maharashtra,Mumbai,Area-14,Morning,PS-71,No,,Yes,1,No,Yes,No Insurance,18-25
4361,2023-04-06,2023-04-08,Honda,WRV,2021,MUV,Petrol,Green,Delhi,West Delhi,Area-14,Night,PS-67,No,,Yes,1,No,Yes,Expired,18-25
4362,2023-01-02,2023-01-02,Renault,Kwid,2009,Hatchback,Electric,White,Uttar Pradesh,Noida,Area-21,Afternoon,PS-51,No,,No,0,No,Yes,No Insurance,41-60
4363,2023-10-27,2023-10-31,Hyundai,Creta,2011,Sedan,Diesel,Silver,Karnataka,Mysore,Area-46,Evening,PS-20,No,,No,1,No,Yes,Expired,41-60
4364,2023-12-19,2023-12-26,Honda,City,2015,Convertible,Petrol,Black,Gujarat,Ahmedabad,Area-7,Morning,PS-38,No,,Yes,0,Yes,No,Valid,60+
4365,2023-09-23,2023-09-29,Tata,Nexon,2018,SUV,Electric,Gray,Delhi,South Delhi,Area-16,Evening,PS-60,No,,No,1,No,Yes,Expired,60+
4366,2023-12-04,2023-12-04,Nissan,Magnite,2010,Sedan,CNG,Silver,Tamil Nadu,Coimbatore,Area-4,Morning,PS-18,No,,No,2,No,Yes,Expired,41-60
4367,2023-08-18,2023-08-22,Hyundai,Venue,2008,SUV,Electric,Yellow,Tamil Nadu,Madurai,Area-31,Afternoon,PS-17,No,,No,1,Yes,Yes,Valid,26-40
4368,2023-07-09,2023-07-16,Kia,Seltos,2012,SUV,Diesel,Red,Punjab,Jalandhar,Area-3,Morning,PS-49,No,,Yes,1,No,No,Expired,26-40
4369,2023-03-20,2023-03-23,Toyota,Fortuner,2006,Pickup,Petrol,White,Punjab,Amritsar,Area-47,Morning,PS-2,No,,No,0,No,No,Expired,41-60
4370,2023-10-16,2023-10-19,Hyundai,Venue,2013,Pickup,Diesel,Red,West Bengal,Durgapur,Area-7,Evening,PS-88,No,,No,1,No,Yes,No Insurance,18-25
4371,2023-06-22,2023-06-27,Toyota,Innova,2005,SUV,Diesel,Red,Rajasthan,Jaipur,Area-4,Evening,PS-17,Yes,2023-06-30,No,1,No,No,Valid,26-40
4372,2023-12-17,2023-12-22,Toyota,Fortuner,2009,SUV,CNG,Green,Gujarat,Surat,Area-17,Afternoon,PS-3,No,,No,0,No,No,No Insurance,60+
4373,2023-11-14,2023-11-17,Renault,Kwid,2007,Convertible,CNG,Black,Maharashtra,Nagpur,Area-48,Evening,PS-18,No,,No,0,No,Yes,No Insurance,18-25
4374,2023-12-12,2023-12-12,Kia,Carens,2012,Hatchback,Diesel,Gray,Uttar Pradesh,Kanpur,Area-6,Afternoon,PS-88,No,,No,0,No,No,Valid,26-40
4375,2023-05-27,2023-05-28,Kia,Seltos,2015,Sedan,Electric,Green,Madhya Pradesh,Indore,Area-1,Morning,PS-69,No,,No,1,Yes,No,Valid,18-25
4376,2023-07-07,2023-07-08,Renault,Triber,2013,MUV,Electric,White,Punjab,Jalandhar,Area-44,Night,PS-64,No,,Yes,0,Yes,Yes,No Insurance,18-25
4377,2023-11-29,2023-12-04,Hyundai,Creta,2018,Pickup,Electric,Gray,Tamil Nadu,Coimbatore,Area-7,Afternoon,PS-98,Yes,2023-12-15,No,1,No,No,Expired,18-25
4378,2023-02-16,2023-02-17,Nissan,Magnite,2017,SUV,Electric,Red,Punjab,Ludhiana,Area-33,Night,PS-53,Yes,2023-03-13,Yes,2,No,No,Valid,60+
4379,2023-12-07,2023-12-12,Hyundai,Venue,2009,Convertible,Electric,Red,Uttar Pradesh,Kanpur,Area-19,Evening,PS-88,No,,No,2,Yes,Yes,No Insurance,60+
4380,2023-01-28,2023-01-29,Toyota,Etios,2013,Convertible,Electric,Gray,Punjab,Amritsar,Area-16,Morning,PS-12,No,,No,1,No,Yes,No Insurance,26-40
4381,2023-01-18,2023-01-19,Tata,Nexon,2016,Sedan,Electric,Green,West Bengal,Kolkata,Area-37,Morning,PS-42,No,,Yes,1,Yes,Yes,Expired,18-25
4382,2023-03-15,2023-03-17,Tata,Harrier,2009,SUV,CNG,Blue,Rajasthan,Udaipur,Area-31,Morning,PS-56,No,,No,2,Yes,Yes,No Insurance,18-25
4383,2023-08-14,2023-08-19,Honda,Amaze,2011,Convertible,Diesel,Red,Tamil Nadu,Chennai,Area-49,Morning,PS-61,No,,No,0,Yes,No,Valid,41-60
4384,2023-04-30,2023-05-04,Nissan,Magnite,2010,Sedan,Electric,White,Madhya Pradesh,Gwalior,Area-28,Morning,PS-60,No,,No,1,No,Yes,No Insurance,26-40
4385,2023-12-26,2023-12-28,Toyota,Innova,2010,Pickup,Diesel,Yellow,Uttar Pradesh,Noida,Area-49,Evening,PS-58,No,,No,1,Yes,No,No Insurance,41-60
4386,2023-05-24,2023-05-31,Maruti,Ertiga,2010,Sedan,Diesel,Blue,Delhi,West Delhi,Area-24,Night,PS-1,No,,No,0,Yes,No,Expired,18-25
4387,2023-12-20,2023-12-27,Tata,Harrier,2005,Hatchback,CNG,Yellow,Punjab,Amritsar,Area-3,Afternoon,PS-97,No,,No,2,No,No,Valid,18-25
4388,2023-01-18,2023-01-24,Honda,Amaze,2013,Hatchback,CNG,Green,Punjab,Jalandhar,Area-4,Afternoon,PS-90,Yes,2023-02-17,No,1,Yes,Yes,Valid,18-25
4389,2023-10-17,2023-10-20,Toyota,Fortuner,2018,Pickup,CNG,Red,West Bengal,Durgapur,Area-16,Night,PS-24,No,,No,0,Yes,No,No Insurance,18-25
4390,2023-08-25,2023-08-25,Toyota,Etios,2020,Sedan,Electric,White,Madhya Pradesh,Indore,Area-41,Night,PS-76,Yes,2023-09-23,No,0,No,No,Valid,41-60
4391,2023-06-27,2023-06-30,Honda,Jazz,2010,Hatchback,CNG,Black,West Bengal,Kolkata,Area-21,Morning,PS-5,No,,No,1,No,No,Expired,26-40
4392,2023-11-10,2023-11-16,Kia,Seltos,2005,MUV,Diesel,Red,Rajasthan,Jodhpur,Area-48,Evening,PS-68,No,,No,2,No,No,No Insurance,41-60
4393,2023-06-18,2023-06-24,Tata,Altroz,2005,Convertible,Diesel,Gray,Maharashtra,Pune,Area-20,Afternoon,PS-38,Yes,2023-07-24,No,0,Yes,No,Expired,18-25
4394,2023-03-28,2023-03-28,Toyota,Etios,2023,Sedan,Electric,Black,Karnataka,Bangalore,Area-49,Night,PS-11,No,,No,2,No,Yes,No Insurance,18-25
4395,2023-10-18,2023-10-18,Hyundai,i20,2008,Pickup,Electric,Red,Maharashtra,Pune,Area-4,Evening,PS-95,No,,No,0,No,No,Expired,60+
4396,2023-07-11,2023-07-13,Renault,Kwid,2020,Pickup,Electric,Silver,Gujarat,Ahmedabad,Area-43,Morning,PS-13,No,,No,0,No,Yes,No Insurance,18-25
4397,2023-11-11,2023-11-15,Kia,Sonet,2020,Hatchback,Petrol,Green,Maharashtra,Mumbai,Area-37,Morning,PS-43,Yes,2023-11-28,No,2,No,No,Expired,26-40
4398,2023-04-20,2023-04-24,Mahindra,Scorpio,2012,MUV,Electric,White,Punjab,Amritsar,Area-43,Afternoon,PS-65,No,,No,0,Yes,No,No Insurance,18-25
4399,2023-04-26,2023-05-01,Nissan,Magnite,2009,Hatchback,CNG,Gray,Gujarat,Ahmedabad,Area-4,Morning,PS-98,No,,No,0,Yes,Yes,Valid,18-25
4400,2023-07-19,2023-07-20,Mahindra,XUV500,2007,Sedan,Diesel,Red,Uttar Pradesh,Lucknow,Area-18,Evening,PS-6,No,,No,0,No,Yes,No Insurance,41-60
4401,2023-01-08,2023-01-11,Kia,Sonet,2013,Pickup,Electric,Green,Maharashtra,Pune,Area-39,Morning,PS-82,No,,No,1,No,Yes,Expired,60+
4402,2023-12-22,2023-12-25,Renault,Triber,2016,Convertible,Electric,Blue,Punjab,Jalandhar,Area-1,Afternoon,PS-37,No,,No,2,Yes,No,Valid,60+
4403,2023-01-30,2023-02-06,Mahindra,Thar,2011,Convertible,CNG,Silver,Maharashtra,Mumbai,Area-31,Evening,PS-58,No,,No,1,Yes,No,Valid,60+
4404,2023-10-03,2023-10-10,Renault,Duster,2006,Pickup,Diesel,Silver,Madhya Pradesh,Indore,Area-45,Evening,PS-57,Yes,2023-10-28,No,1,No,No,No Insurance,26-40
4405,2023-06-24,2023-06-29,Renault,Kwid,2022,Convertible,Electric,Yellow,Gujarat,Vadodara,Area-15,Night,PS-23,No,,No,0,No,Yes,Valid,26-40
4406,2023-02-14,2023-02-15,Maruti,Ertiga,2014,Convertible,Diesel,Black,Delhi,South Delhi,Area-1,Night,PS-29,Yes,2023-02-22,No,0,No,Yes,No Insurance,26-40
4407,2023-02-17,2023-02-19,Tata,Harrier,2011,SUV,Diesel,Gray,Madhya Pradesh,Bhopal,Area-42,Afternoon,PS-45,No,,No,1,Yes,Yes,Expired,26-40
4408,2023-12-18,2023-12-24,Toyota,Innova,2014,SUV,Diesel,Silver,Uttar Pradesh,Kanpur,Area-18,Evening,PS-27,No,,Yes,2,No,No,No Insurance,41-60
4409,2023-07-04,2023-07-09,Mahindra,Thar,2006,Sedan,Electric,Yellow,Punjab,Jalandhar,Area-7,Evening,PS-24,Yes,2023-07-27,No,2,No,No,Expired,18-25
4410,2023-08-15,2023-08-16,Kia,Carens,2012,Convertible,Electric,White,Punjab,Ludhiana,Area-39,Evening,PS-91,No,,No,0,No,Yes,Valid,26-40
4411,2023-11-27,2023-12-04,Honda,Jazz,2005,SUV,CNG,Black,Madhya Pradesh,Gwalior,Area-14,Morning,PS-73,No,,No,1,Yes,Yes,Expired,41-60
4412,2023-02-07,2023-02-14,Kia,Seltos,2013,MUV,CNG,Silver,Punjab,Jalandhar,Area-46,Morning,PS-8,No,,No,2,No,No,Expired,41-60
4413,2023-05-12,2023-05-12,Ford,Figo,2008,Pickup,Electric,Yellow,Delhi,West Delhi,Area-41,Night,PS-34,No,,Yes,1,No,Yes,Expired,60+
4414,2023-03-24,2023-03-25,Nissan,Kicks,2014,SUV,Petrol,Silver,West Bengal,Kolkata,Area-16,Evening,PS-46,Yes,2023-04-04,No,2,No,No,Expired,60+
4415,2023-11-02,2023-11-09,Renault,Duster,2013,Hatchback,Diesel,Black,Delhi,New Delhi,Area-38,Afternoon,PS-52,No,,No,1,Yes,No,Expired,41-60
4416,2023-12-30,2024-01-05,Renault,Triber,2006,Sedan,Petrol,Silver,West Bengal,Kolkata,Area-29,Evening,PS-98,No,,Yes,2,Yes,Yes,Valid,26-40
4417,2023-10-30,2023-11-04,Hyundai,Venue,2007,Hatchback,CNG,Silver,Maharashtra,Nagpur,Area-22,Morning,PS-25,No,,No,1,No,No,No Insurance,18-25
4418,2023-06-18,2023-06-23,Ford,Figo,2011,Convertible,Petrol,Black,Rajasthan,Jodhpur,Area-23,Night,PS-6,No,,No,0,Yes,No,Expired,41-60
4419,2023-03-22,2023-03-28,Honda,Jazz,2010,Sedan,CNG,Yellow,Maharashtra,Pune,Area-41,Night,PS-49,No,,No,2,Yes,No,Valid,18-25
4420,2023-11-08,2023-11-08,Honda,WRV,2005,Pickup,Electric,Black,Maharashtra,Nagpur,Area-47,Night,PS-4,Yes,2023-12-01,No,0,No,No,Expired,26-40
4421,2023-01-14,2023-01-19,Renault,Kwid,2005,Hatchback,CNG,Gray,Uttar Pradesh,Lucknow,Area-12,Evening,PS-27,No,,No,0,No,Yes,Expired,26-40
4422,2023-10-21,2023-10-24,Nissan,Sunny,2008,Sedan,CNG,Red,Karnataka,Bangalore,Area-37,Night,PS-60,Yes,2023-11-04,No,1,No,Yes,Valid,26-40
4423,2023-03-21,2023-03-28,Tata,Altroz,2017,Pickup,Electric,Black,Uttar Pradesh,Kanpur,Area-49,Afternoon,PS-40,No,,No,0,No,No,Expired,41-60
4424,2023-08-31,2023-09-07,Mahindra,Thar,2013,SUV,Electric,Red,Rajasthan,Jaipur,Area-31,Afternoon,PS-84,No,,Yes,0,Yes,No,No Insurance,41-60
4425,2023-03-24,2023-03-31,Honda,Jazz,2007,Pickup,Petrol,Gray,Madhya Pradesh,Gwalior,Area-19,Afternoon,PS-81,No,,No,2,Yes,Yes,Expired,60+
4426,2023-09-22,2023-09-29,Nissan,Kicks,2022,MUV,CNG,Blue,Tamil Nadu,Chennai,Area-25,Night,PS-77,No,,No,0,No,Yes,Expired,60+
4427,2023-08-07,2023-08-13,Ford,Aspire,2006,SUV,Petrol,Green,Delhi,West Delhi,Area-20,Afternoon,PS-64,No,,No,0,No,No,Expired,41-60
4428,2023-01-12,2023-01-16,Honda,Jazz,2009,Pickup,Petrol,Green,Karnataka,Mysore,Area-25,Morning,PS-93,No,,Yes,0,Yes,No,Expired,18-25
4429,2023-01-11,2023-01-16,Toyota,Etios,2019,Pickup,CNG,Red,Madhya Pradesh,Gwalior,Area-33,Night,PS-17,No,,Yes,2,No,Yes,No Insurance,26-40
4430,2023-01-06,2023-01-12,Maruti,WagonR,2023,Sedan,Electric,Green,Tamil Nadu,Chennai,Area-36,Morning,PS-89,Yes,2023-01-14,No,2,Yes,Yes,Valid,26-40
4431,2023-01-21,2023-01-24,Mahindra,Scorpio,2015,MUV,Electric,White,Karnataka,Mysore,Area-35,Morning,PS-30,Yes,2023-02-06,No,2,No,No,No Insurance,18-25
4432,2023-08-05,2023-08-11,Mahindra,XUV500,2013,Hatchback,Electric,Gray,Karnataka,Hubli,Area-46,Morning,PS-56,No,,No,2,No,No,Expired,18-25
4433,2023-04-02,2023-04-09,Hyundai,i20,2022,Pickup,Electric,Black,Rajasthan,Udaipur,Area-42,Morning,PS-92,Yes,2023-04-10,Yes,0,No,Yes,No Insurance,41-60
4434,2023-02-04,2023-02-11,Kia,Carens,2013,MUV,Diesel,Black,Uttar Pradesh,Kanpur,Area-2,Night,PS-20,Yes,2023-02-15,No,2,Yes,No,Valid,60+
4435,2023-09-23,2023-09-30,Ford,Ecosport,2011,MUV,Electric,White,Karnataka,Bangalore,Area-49,Evening,PS-78,No,,No,2,No,Yes,No Insurance,60+
4436,2023-02-16,2023-02-22,Honda,Jazz,2007,Convertible,Petrol,White,Rajasthan,Jodhpur,Area-10,Evening,PS-12,Yes,2023-02-28,No,0,No,Yes,Valid,18-25
4437,2023-07-24,2023-07-30,Nissan,Magnite,2020,Sedan,Diesel,Red,Rajasthan,Jaipur,Area-20,Morning,PS-45,No,,No,1,No,No,Valid,18-25
4438,2023-12-08,2023-12-09,Ford,Figo,2019,Sedan,Petrol,Red,Punjab,Ludhiana,Area-47,Evening,PS-42,Yes,2023-12-11,No,2,Yes,No,Valid,18-25
4439,2023-05-26,2023-05-29,Toyota,Glanza,2011,Pickup,CNG,Silver,Madhya Pradesh,Indore,Area-41,Evening,PS-11,No,,No,1,Yes,Yes,No Insurance,41-60
4440,2023-04-06,2023-04-06,Toyota,Glanza,2018,Hatchback,Electric,Green,West Bengal,Durgapur,Area-19,Night,PS-13,No,,No,0,No,Yes,No Insurance,18-25
4441,2023-07-19,2023-07-19,Toyota,Fortuner,2017,SUV,Diesel,Blue,Madhya Pradesh,Indore,Area-6,Afternoon,PS-14,Yes,2023-08-16,No,1,Yes,No,Expired,41-60
4442,2023-02-21,2023-02-28,Kia,Carens,2020,Pickup,Diesel,Green,Karnataka,Bangalore,Area-37,Afternoon,PS-43,No,,No,0,Yes,No,Expired,41-60
4443,2023-09-17,2023-09-23,Tata,Harrier,2022,Hatchback,Petrol,Green,Delhi,West Delhi,Area-34,Evening,PS-5,No,,No,1,No,Yes,Valid,41-60
4444,2023-12-10,2023-12-17,Toyota,Etios,2016,MUV,Petrol,Blue,Madhya Pradesh,Indore,Area-31,Afternoon,PS-14,No,,No,1,Yes,No,No Insurance,26-40
4445,2023-02-07,2023-02-10,Renault,Triber,2005,Pickup,Diesel,White,Maharashtra,Mumbai,Area-45,Night,PS-29,No,,No,2,Yes,No,No Insurance,26-40
4446,2023-09-05,2023-09-05,Tata,Altroz,2019,Convertible,Diesel,Blue,Maharashtra,Pune,Area-15,Night,PS-50,Yes,2023-10-02,No,0,Yes,No,No Insurance,18-25
4447,2023-08-31,2023-09-07,Maruti,Swift,2011,Pickup,CNG,Silver,Maharashtra,Nagpur,Area-6,Morning,PS-44,No,,No,2,No,Yes,Expired,60+
4448,2023-09-26,2023-10-03,Renault,Triber,2022,SUV,Diesel,Gray,Gujarat,Surat,Area-37,Night,PS-3,Yes,2023-10-13,No,2,Yes,No,Valid,18-25
4449,2023-10-14,2023-10-20,Ford,Figo,2018,Hatchback,CNG,Gray,Gujarat,Ahmedabad,Area-22,Evening,PS-83,No,,No,1,No,No,No Insurance,26-40
4450,2023-07-24,2023-07-26,Renault,Kwid,2011,Convertible,Electric,Silver,Madhya Pradesh,Bhopal,Area-49,Evening,PS-82,No,,No,0,No,No,Expired,60+
4451,2023-04-09,2023-04-13,Kia,Carens,2020,Hatchback,Petrol,Silver,Tamil Nadu,Chennai,Area-23,Evening,PS-50,No,,No,0,No,Yes,No Insurance,26-40
4452,2023-06-26,2023-06-28,Maruti,Ertiga,2022,Convertible,Diesel,Black,Karnataka,Bangalore,Area-14,Evening,PS-60,No,,No,0,Yes,No,Valid,41-60
4453,2023-01-28,2023-01-30,Toyota,Innova,2015,Sedan,Diesel,Black,Punjab,Jalandhar,Area-7,Evening,PS-59,No,,No,1,Yes,No,Expired,18-25
4454,2023-02-23,2023-03-01,Honda,Amaze,2022,Pickup,CNG,Green,Tamil Nadu,Chennai,Area-35,Afternoon,PS-94,No,,Yes,1,Yes,Yes,Valid,60+
4455,2023-09-17,2023-09-17,Tata,Harrier,2013,SUV,Diesel,Black,Rajasthan,Jaipur,Area-1,Afternoon,PS-42,No,,No,1,Yes,No,Valid,26-40
4456,2023-05-08,2023-05-14,Hyundai,Creta,2012,SUV,Electric,Green,West Bengal,Howrah,Area-28,Morning,PS-33,No,,Yes,0,Yes,No,No Insurance,60+
4457,2023-08-10,2023-08-15,Mahindra,Thar,2013,MUV,Petrol,Blue,Madhya Pradesh,Gwalior,Area-19,Morning,PS-12,No,,No,2,Yes,No,Valid,60+
4458,2023-02-17,2023-02-22,Ford,Ecosport,2010,Convertible,Petrol,Gray,Madhya Pradesh,Indore,Area-23,Night,PS-37,No,,No,2,No,No,Valid,60+
4459,2023-09-20,2023-09-23,Kia,Seltos,2015,MUV,CNG,Red,Tamil Nadu,Coimbatore,Area-19,Evening,PS-60,No,,Yes,0,No,Yes,Expired,60+
4460,2023-11-10,2023-11-15,Renault,Duster,2007,Sedan,Petrol,Green,Delhi,New Delhi,Area-23,Night,PS-84,Yes,2023-12-09,Yes,1,No,No,Expired,26-40
4461,2023-10-04,2023-10-09,Toyota,Fortuner,2010,Sedan,Electric,Red,Rajasthan,Jaipur,Area-8,Afternoon,PS-7,No,,No,1,Yes,No,Valid,18-25
4462,2023-10-14,2023-10-18,Toyota,Glanza,2011,Pickup,CNG,White,Madhya Pradesh,Bhopal,Area-9,Morning,PS-74,No,,Yes,2,Yes,Yes,Valid,26-40
4463,2023-06-23,2023-06-30,Tata,Nexon,2012,Hatchback,Diesel,Silver,Punjab,Jalandhar,Area-40,Morning,PS-39,Yes,2023-07-07,No,1,Yes,No,Valid,26-40
4464,2023-09-02,2023-09-02,Maruti,Ertiga,2016,MUV,CNG,Red,Punjab,Jalandhar,Area-16,Evening,PS-99,No,,No,2,No,No,Valid,41-60
4465,2023-11-20,2023-11-21,Nissan,Kicks,2015,SUV,Diesel,Red,Delhi,New Delhi,Area-37,Morning,PS-73,No,,No,0,No,No,Expired,18-25
4466,2023-08-26,2023-08-29,Renault,Duster,2011,SUV,Electric,Yellow,Rajasthan,Jodhpur,Area-41,Evening,PS-44,No,,No,2,No,Yes,No Insurance,26-40
4467,2023-08-19,2023-08-20,Honda,Jazz,2016,Sedan,CNG,Blue,Punjab,Ludhiana,Area-7,Evening,PS-70,Yes,2023-08-29,No,1,No,Yes,No Insurance,18-25
4468,2023-10-07,2023-10-13,Honda,WRV,2009,SUV,Petrol,Green,Maharashtra,Nagpur,Area-10,Evening,PS-16,No,,No,2,No,No,No Insurance,26-40
4469,2023-04-23,2023-04-27,Toyota,Innova,2018,SUV,CNG,Silver,West Bengal,Howrah,Area-26,Morning,PS-35,No,,Yes,0,Yes,No,No Insurance,41-60
4470,2023-08-24,2023-08-26,Tata,Altroz,2018,Pickup,Petrol,White,Rajasthan,Jodhpur,Area-50,Morning,PS-56,No,,No,0,No,Yes,Expired,60+
4471,2023-01-06,2023-01-10,Nissan,Sunny,2009,Convertible,CNG,Green,Maharashtra,Mumbai,Area-6,Morning,PS-52,No,,No,2,No,No,Expired,26-40
4472,2023-04-12,2023-04-16,Ford,Ecosport,2020,MUV,Diesel,Gray,West Bengal,Durgapur,Area-31,Evening,PS-48,No,,Yes,2,Yes,No,Valid,41-60
4473,2023-08-29,2023-08-30,Honda,WRV,2020,Convertible,Diesel,Silver,Karnataka,Mysore,Area-14,Afternoon,PS-76,No,,No,2,No,Yes,No Insurance,60+
4474,2023-12-27,2023-12-30,Tata,Altroz,2023,SUV,Petrol,Green,Gujarat,Ahmedabad,Area-40,Morning,PS-67,Yes,2024-01-03,No,0,No,No,Expired,26-40
4475,2023-07-08,2023-07-12,Hyundai,Verna,2021,Pickup,Electric,Gray,Delhi,South Delhi,Area-34,Night,PS-51,No,,No,1,Yes,Yes,No Insurance,18-25
4476,2023-07-18,2023-07-25,Hyundai,Venue,2021,Convertible,Diesel,Blue,Tamil Nadu,Madurai,Area-49,Afternoon,PS-76,No,,No,0,Yes,No,Expired,60+
4477,2023-01-31,2023-02-02,Hyundai,i20,2019,Sedan,Diesel,Yellow,Delhi,New Delhi,Area-3,Morning,PS-15,No,,No,2,No,Yes,No Insurance,18-25
4478,2023-10-07,2023-10-12,Kia,Carens,2008,Hatchback,Electric,Silver,Punjab,Jalandhar,Area-26,Night,PS-74,Yes,2023-11-04,Yes,0,Yes,No,No Insurance,18-25
4479,2023-12-21,2023-12-23,Nissan,Magnite,2019,SUV,Electric,Red,Punjab,Jalandhar,Area-36,Morning,PS-88,Yes,2024-01-01,Yes,2,No,Yes,Valid,18-25
4480,2023-02-11,2023-02-15,Toyota,Fortuner,2007,SUV,CNG,White,Uttar Pradesh,Kanpur,Area-27,Morning,PS-8,No,,No,1,Yes,No,Expired,41-60
4481,2023-08-13,2023-08-19,Kia,Carens,2015,Sedan,Diesel,Gray,Karnataka,Hubli,Area-43,Night,PS-20,No,,No,1,Yes,Yes,No Insurance,26-40
4482,2023-01-09,2023-01-12,Mahindra,XUV500,2019,MUV,Petrol,White,Gujarat,Vadodara,Area-21,Evening,PS-88,No,,No,1,No,No,Valid,60+
4483,2023-02-14,2023-02-18,Toyota,Fortuner,2019,Convertible,CNG,Blue,Madhya Pradesh,Gwalior,Area-48,Night,PS-79,No,,No,0,Yes,Yes,Expired,41-60
4484,2023-06-15,2023-06-17,Toyota,Fortuner,2010,MUV,Electric,Yellow,Gujarat,Ahmedabad,Area-22,Night,PS-7,Yes,2023-06-23,No,2,Yes,No,Expired,18-25
4485,2023-10-24,2023-10-31,Honda,WRV,2012,Sedan,Diesel,White,Rajasthan,Udaipur,Area-32,Afternoon,PS-46,No,,No,0,Yes,Yes,Valid,26-40
4486,2023-08-28,2023-09-02,Renault,Duster,2023,Sedan,Diesel,White,Karnataka,Mysore,Area-45,Afternoon,PS-6,No,,No,0,No,No,Expired,26-40
4487,2023-11-02,2023-11-08,Toyota,Etios,2017,Sedan,Diesel,Red,Uttar Pradesh,Lucknow,Area-7,Morning,PS-14,No,,No,0,No,Yes,No Insurance,26-40
4488,2023-07-06,2023-07-13,Nissan,Magnite,2023,Hatchback,CNG,Black,Madhya Pradesh,Indore,Area-36,Night,PS-50,Yes,2023-07-24,No,0,No,Yes,No Insurance,41-60
4489,2023-03-26,2023-03-31,Hyundai,Verna,2023,Pickup,Petrol,Gray,Karnataka,Mysore,Area-13,Night,PS-72,No,,Yes,1,Yes,No,Valid,18-25
4490,2023-12-03,2023-12-04,Nissan,Magnite,2017,Hatchback,Petrol,Yellow,Madhya Pradesh,Indore,Area-48,Afternoon,PS-17,No,,No,1,No,No,No Insurance,18-25
4491,2023-10-25,2023-10-31,Nissan,Magnite,2023,Sedan,Petrol,White,West Bengal,Kolkata,Area-5,Morning,PS-87,No,,No,1,Yes,Yes,Expired,18-25
4492,2023-06-06,2023-06-13,Mahindra,XUV500,2016,Sedan,Petrol,Green,Uttar Pradesh,Noida,Area-39,Afternoon,PS-22,No,,No,0,No,Yes,Expired,26-40
4493,2023-03-22,2023-03-23,Maruti,Swift,2018,Convertible,Electric,Black,Delhi,New Delhi,Area-5,Night,PS-65,No,,No,0,No,No,Valid,41-60
4494,2023-01-23,2023-01-28,Nissan,Magnite,2019,Sedan,Diesel,Silver,Uttar Pradesh,Lucknow,Area-31,Afternoon,PS-61,No,,Yes,2,Yes,No,Valid,26-40
4495,2023-10-22,2023-10-28,Ford,Figo,2008,Convertible,Diesel,Yellow,Madhya Pradesh,Bhopal,Area-21,Evening,PS-14,No,,Yes,1,Yes,Yes,Expired,41-60
4496,2023-08-18,2023-08-24,Tata,Harrier,2017,Convertible,CNG,Silver,Madhya Pradesh,Bhopal,Area-9,Morning,PS-22,No,,Yes,2,No,No,Expired,60+
4497,2023-02-16,2023-02-23,Nissan,Kicks,2006,Sedan,Petrol,Black,Rajasthan,Udaipur,Area-8,Morning,PS-61,No,,No,1,Yes,Yes,Expired,60+
4498,2023-08-09,2023-08-14,Maruti,WagonR,2011,Hatchback,Diesel,Yellow,Gujarat,Surat,Area-26,Night,PS-54,No,,No,2,Yes,Yes,Valid,26-40
4499,2023-08-29,2023-09-05,Toyota,Innova,2022,Convertible,Electric,White,Punjab,Ludhiana,Area-2,Night,PS-37,Yes,2023-09-08,No,0,Yes,No,Expired,18-25
4500,2023-01-14,2023-01-18,Nissan,Sunny,2010,MUV,Diesel,Gray,Madhya Pradesh,Gwalior,Area-13,Evening,PS-18,No,,No,1,No,Yes,No Insurance,41-60
4501,2023-11-14,2023-11-14,Renault,Kwid,2016,Sedan,Diesel,Silver,Gujarat,Vadodara,Area-11,Morning,PS-1,Yes,2023-11-24,No,0,No,No,No Insurance,60+
4502,2023-08-16,2023-08-17,Mahindra,Thar,2006,MUV,Diesel,White,Madhya Pradesh,Indore,Area-42,Morning,PS-9,Yes,2023-08-20,No,0,Yes,Yes,No Insurance,26-40
